coin-mark-black.png	800 B	800	
coin-mark.png	956 B	956	
coin-mini-monar-mouth-red.png	1.5 KB	1553	
coin-mini-monar.png	1.5 KB	1516	
coin-monar-mouth-red.png	1.4 KB	1425	
coin-monar.png	1.3 KB	1333	
mark-outline.png	1 KB	1091	
mark.png	670 B	670	
monar-mark-white.png	1 KB	1072	
monar-mark.png	1 KB	1050	
monar-mouth-red.png	1 KB	1029	
monar-no-face.png	838 B	838	
monar-transparent.png	862 B	862	
monar.png	997 B	997	
