coin-mark-black.svg	1.9 KB	1945	⭕
coin-mark.svg	2.6 KB	2623	⭕
coin-mini-monar-mouth-red.svg	7.4 KB	7492	❌
coin-mini-monar.svg	7.3 KB	7325	❌
coin-monar-mouth-red.svg	5.3 KB	5388	❌
coin-monar.svg	5.2 KB	5200	❌
mark-outline.svg	1.5 KB	1589	⭕
mark.svg	968 B	968	⭕
monar-mark-white.svg	3.4 KB	3449	⭕
monar-mark.svg	4.6 KB	4665	⭕
monar-mouth-red.svg	3.1 KB	3147	⭕
monar-no-face.svg	2.4 KB	2479	⭕
monar-transparent.svg	2.4 KB	2434	⭕
monar.svg	2.8 KB	2859	⭕
